No.   No.Empleado     Nombre          Ap. PAT         Ap. MAT         Job             Genero     Estado     No.Celular Status    
65    300686          LUIS            BELTRAN         MERCADO         Contado         HOMBRE     SR         1009709    1         
66    300703          RAUL            ZAMORA          ARIAS           Enferm          HOMBRE     MC         1030349    1         
67    300727          VICTORIA        PACHECO         CRUZ            Traduct         MUJER      ZS         1027253    1         
68    300728          ISABEL          MOLINA          VEGA            DevSoft         MUJER      SL         1004270    1         
69    300734          RAUL            GUZMAN          VALDES          AsistAdm        HOMBRE     VZ         1027903    1         
70    300752          CARMEN          CAMACHO         CERVANTES       AnMktDg         MUJER      PL         1018724    1         
71    300765          ENRIQUE         HERNANDEZ       GARZA           ChefEje         HOMBRE     CS         1027190    1         
72    300766          CONSUELO        HERRERA         MACIAS          AnlSist         MUJER      NE         1018715    1         
73    300770          RAUL            VEGA            ROJAS           Abogado         HOMBRE     PL         1015130    1         
74    300777          EMILIO          ORTIZ           CERVANTES       ProfPrim        HOMBRE     MS         1027398    1         
75    300778          LAURA           RIVERA          MENDOZA         SEGURIDAD       MUJER      Hidalgo    4027528    1         
76    300796          CARLOS          BARRIOS         CABRERA         EspSeg          HOMBRE     PL         1023373    1         
77    300797          ERNESTO         ROMAN           DIAZ            DevSoft         HOMBRE     YN         1022153    1         
78    300802          LUIS            ESTRELLA        FLORES          AnlVent         HOMBRE     DF         1029241    1         
79    300808          ALEJANDRO       CASILLAS        RIVERA          AnlVent         HOMBRE     CS         1007096    1         
80    300812          SILVIA          CERVANTES       PARDO           AnlSist         MUJER      NE         1015893    1         
81    300826          VICTORIA        SANDOVAL        GUERRERO        Abogado         MUJER      YN         1012599    1         
82    300838          RICARDO         GUZMAN          GARZA           Traduct         HOMBRE     JC         1031688    1         
83    300848          RAQUEL          SALAZAR         JIMENEZ         IngRed          MUJER      TS         1032560    1         
84    300872          FRANCISCO       VALDES          AGUILAR         MedGen          HOMBRE     QR         1031232    1         
85    300881          GUILLERMO       SOTO            VALENCIA        RepVInt         HOMBRE     TL         1018940    1         
86    300886          PATRICIA        GONZALES        RAMIREZ         EspSeg          MUJER      VZ         1019532    1         
87    300896          MANUEL          CRUZ            VALDES          AsServ          HOMBRE     SL         1031332    1         
88    300921          GLORIA          ROLDAN          TOVAR           ProfPrim        MUJER      NL         1023905    1         
89    300931          GABRIELA        MORENO          CABRERA         EdCont          MUJER      QT         1001460    1         
90    300935          JOSE            SOLANO          MIRANDA         EspRRHH         HOMBRE     TS         1014614    1         
91    300940          PAULA           BARRIOS         MENDOZA         TecSup          MUJER      BS         1018493    1         
92    300952          MARTA           LOPEZ           ESPINOZA        DisGraf         MUJER      OC         1021788    1         
93    300956          ANTONIO         ESCOBAR         OSORIO          EspLog          HOMBRE     SL         1008406    1         
94    300967          OSCAR           PENA            QUINTERO        ConsFin         HOMBRE     ZS         1005241    1         
95    300995          DANIEL          CASTANEDA       MENENDEZ        Contado         HOMBRE     HG         1018429    1         
96    300999          JULIA           MACIEL          RAMIREZ         MedGen          MUJER      YN         1026342    1         
97    301003          MARiA           NUNEZ           CASILLAS        TecSup          MUJER      SP         1013119    1         
98    301004          BEATRIZ         SOTO            LARA            InvCien         MUJER      TL         1030823    1         
99    301005          JULIA           VASQUEZ         ZAMORA          IngElec         MUJER      SR         1005397    1         
100   301031          BEATRIZ         CERVANTES       VALENCIA        ProfPrim        MUJER      NL         1001502    1         
101   301034          EDUARDO         RIOS            LOPEZ           AnMktDg         HOMBRE     OC         1007079    1         
102   301044          ENRIQUE         CASTANEDA       ROJAS           TecSup          HOMBRE     DG         1000657    1         
103   301047          SALVADOR        MERCADO         NUNEZ           AsServ          HOMBRE     TL         1010905    1         
104   301078          ARTURO          ROMERO          MACIAS          EspERen         HOMBRE     DF         1031417    1         
105   301102          PILAR           MACIEL          BAUTISTA        AnlVent         MUJER      CL         1032098    1         
106   301104          EMILIO          BARRIOS         ROMERO          ProfPrim        HOMBRE     TC         1030253    1         
107   301116          CARMEN          CABRERA         LARA            ConsFin         MUJER      JC         1031154    1         
108   301122          LOURDES         CRUZ            VALDES          TrabSoc         MUJER      SR         1020423    1         
109   301123          JULIA           NUNEZ           RUBIO           EspRRHH         MUJER      SL         1031899    1         
110   301140          SUSANA          CASTILLO        GUZMAN          InvCien         MUJER      SP         1020252    1         
111   301145          JOSE            ORTIZ           ALVAREZ         ChefEje         HOMBRE     TL         1030655    1         
112   301160          SONIA           REYES           CABRERA         Contado         MUJER      DG         1011095    1         
113   301164          NATALIA         GUZMAN          AGUILAR         DevSoft         MUJER      MC         1027748    1         
114   301174          BEATRIZ         CERVANTES       ESPINOSA        TecSup          MUJER      SR         1024329    1         
115   301178          SUSANA          RAMIREZ         JIMENEZ         EspRRHH         MUJER      GR         1012407    1         
116   301195          JULIA           MENENDEZ        VALENZUELA      DisGraf         MUJER      VZ         1030951    1         
117   301196          ALBERTO         SOSA            ESTRELLA        Contado         HOMBRE     NT         1004311    1         
118   301204          JUAN            DURAN           SOLANO          EdCont          HOMBRE     VZ         1011915    1         
119   301207          VICTORIA        ROLDAN          MENDEZ          DisGraf         MUJER      CS         1001471    1         
120   301211          LUIS            SOTO            PENA            ConsFin         HOMBRE     CC         1018606    1         
121   301214          AURORA          OCHOA           PACHECO         AnlVent         MUJER      SP         1030835    1         
122   301217          CARLOS          VILLANUEVA      VILLANUEVA      EspLog          HOMBRE     MC         1000694    1         
123   301227          GABRIELA        QUINTERO        RAMIREZ         IngRed          MUJER      DF         1032553    1         
124   301236          PILAR           ROSALES         SUAREZ          ConsFin         MUJER      CM         1021408    1         
125   301238          LOURDES         RIVERA          ROJAS           Enferm          MUJER      PL         1004235    1         
126   301239          ELENA           ALVAREZ         CERVANTES       Abogado         MUJER      NT         1005103    1         
127   301250          GLORIA          SILVA           IGLESIAS        AnMktDg         MUJER      MS         1001689    1         
128   301252          MERCEDES        SOTO            VALDES          AsServ          MUJER      OC         1016734    1         
129   301259          MARIO           REYES           MEDINA          Contado         HOMBRE     MS         1005224    1         
130   301270          JUAN            TOVAR           ARIAS           AsServ          HOMBRE     SR         1030751    1         
131   301275          PATRICIA        FERNANDEZ       MACIEL          EspSeg          MUJER      OC         1004735    1         
132   301291          SUSANA          CONTRERAS       FERNANDEZ       IngCivil        MUJER      MC         1032729    1         
133   301300          MANUEL          PENA            HERNANDEZ       AnMktDg         HOMBRE     CH         1021418    1         
134   301315          MARIO           PARDO           SOTO            IngRed          HOMBRE     DG         1025523    1         
135   301327          ARTURO          OCHOA           ESPINOSA        DisUX           HOMBRE     ZS         1017378    1         
136   301330          RAQUEL          VILLANUEVA      MACIEL          DisGraf         MUJER      QR         1009056    1         
137   301339          MARiA           RIVERA          URIBE           DevSoft         MUJER      NE         1030549    1         
138   301346          ALEJANDRO       AGUILAR         SOLIS           AnMktDg         HOMBRE     NT         1014243    1         
139   301370          MARiA           CALZADA         ROSALES         AnMktDg         MUJER      NL         1006197    1         
140   301399          LAURA           MORENO          ORTIZ           TrabSoc         MUJER      OC         1014618    1         
141   301407          LUIS            URIBE           MUNGUIA         DisUX           HOMBRE     VZ         1002088    1         
142   301408          EDUARDO         MORA            MENENDEZ        IngElec         HOMBRE     MN         1022550    1         
143   301411          MIGUEL          GUERRERO        REYES           Abogado         HOMBRE     TS         1031793    1         
144   301424          JORGE           URIBE           HERNANDEZ       InvCien         HOMBRE     TS         1010179    1         
145   301432          BEATRIZ         CASTILLO        MEDINA          DisUX           MUJER      BS         1011282    1         
146   301442          SUSANA          TORRES          LEON            AsistAdm        MUJER      AG         1017224    1         
147   301446          MARIO           SERRANO         MERCADO         DisGraf         HOMBRE     TS         1001827    1         
148   301459          DANIEL          VASQUEZ         ARIAS           DisUX           HOMBRE     YN         1023982    1         
149   301461          ROBERTO         RIOS            CERVANTES       EspRRHH         HOMBRE     BS         1030205    1         
150   301474          LOURDES         RIOS            VALENCIA        EspRRHH         MUJER      CL         1009443    1         
151   301479          LOURDES         RAMIREZ         DURAN           AnlSist         MUJER      BC         1017353    1         
152   301488          JOSE            ESPINOSA        CASTANEDA       DisUX           HOMBRE     CS         1021234    1         
153   301494          BEATRIZ         OCHOA           VASQUEZ         GteProj         MUJER      BC         1029653    1         
154   301499          JAVIER          LOPEZ           SANDOVAL        DisUX           HOMBRE     VZ         1030104    1         
155   301512          PAULA           PARDO           LARA            TecSup          MUJER      VZ         1032326    1         
156   301525          CARLOS          BARRIOS         ESPINOSA        EspERen         HOMBRE     DF         1009208    1         
157   301533          ERNESTO         RIVERA          LARA            IngRed          HOMBRE     TC         1001757    1         
158   301534          ALBERTO         HERNANDEZ       CASTILLO        IngRed          HOMBRE     SR         1013474    1         
159   301570          JORGE           BAUTISTA        SOTO            GteProj         HOMBRE     CC         1019161    1         
160   301583          SOFIA           CRUZ            RAMIREZ         Traduct         MUJER      TS         1010357    1         
161   301614          ROBERTO         SILVA           ALVARADO        DisGraf         HOMBRE     NE         1003140    1         
162   301616          SOFIA           MIRANDA         DELGADO         ProfPrim        MUJER      HG         1020533    1         
163   301619          LAURA           ESTRELLA        VASQUEZ         IngElec         MUJER      HG         1019434    1         
164   301636          PAULA           CAMACHO         DIAZ            EspSeg          MUJER      HG         1015975    1         
165   301643          ALEJANDRA       NUNEZ           SUAREZ          AnMktDg         MUJER      TS         1007029    1         
166   301651          NATALIA         SANDOVAL        SERRANO         Traduct         MUJER      AG         1024327    1         
167   301655          NATALIA         GUERRERO        SILVA           EspRRHH         MUJER      GT         1002836    1         
168   301672          RICARDO         IGLESIAS        LEON            ProfPrim        HOMBRE     QR         1014565    1         
169   301705          SALVADOR        GUZMAN          ARIAS           Enferm          HOMBRE     BS         1004273    1         
170   301709          PAULA           SANDOVAL        HERNANDEZ       RepVInt         MUJER      SP         1022629    1         
171   301710          CLARA           ROMAN           MENDEZ          Enferm          MUJER      YN         1009351    1         
172   301711          PATRICIA        ARIAS           RIVERA          Enferm          MUJER      QR         1025896    1         
173   301717          LUIS            VALDES          MACIAS          AnlSist         HOMBRE     CL         1031442    1         
174   301733          ISRAEL          SOTO            OCHOA           ConsFin         HOMBRE     NE         1002034    1         
175   301752          CONSUELO        VALENCIA        IGLESIAS        AnlSist         MUJER      GT         1017167    1         
176   301761          ANTONIA         OSORIO          LEAL            TecSup          MUJER      SR         1025516    1         
177   301773          MARiA           HIDALGO         FERNANDEZ       InvCien         MUJER      TL         1031284    1         
178   301784          SILVIA          CASTANEDA       SOTO            TecSup          MUJER      BS         1017135    1         
179   301785          MERCEDES        MENDEZ          URIBE           IngRed          MUJER      MC         1000524    1         
180   301803          PATRICIA        FLORES          MORENO          Traduct         MUJER      NL         1011448    1         
181   301807          ALBERTO         ROSALES         CERVANTES       PsOrg           HOMBRE     DG         1010145    1         
182   301825          LOURDES         CRUZ            SOLIS           EspERen         MUJER      QT         1014659    1         
183   301832          MARiA           ROLDAN          FLORES          IngCivil        MUJER      BS         1003704    1         
184   301852          SOFIA           ESPINOZA        GOMEZ           Abogado         MUJER      SR         1021631    1         
185   301863          MERCEDES        TOVAR           ESTRELLA        DevSoft         MUJER      QR         1013234    1         
186   301866          MARIO           ROLDAN          MOLINA          Arquitect       HOMBRE     GT         1015638    1         
187   301867          ELENA           VALENZUELA      VALENCIA        Traduct         MUJER      CL         1026776    1         
188   301887          DANIEL          LOPEZ           VALENCIA        MedGen          HOMBRE     BC         1002620    1         
189   301889          MIGUEL          VARELA          CRUZ            DevSoft         HOMBRE     MN         1019625    1         
190   301897          ISRAEL          ROLDAN          SERRANO         ChefEje         HOMBRE     MS         1008658    1         
191   301899          DANIEL          HIDALGO         VALENCIA        AsServ          HOMBRE     CH         1008011    1         
192   301901          PEDRO           CORDERO         MERCADO         Contado         HOMBRE     NL         1017916    1         
193   301915          MARTA           ZAMORA          SOSA            GteProj         MUJER      CS         1003148    1         
194   301922          ISABEL          VALDES          ROMAN           TecSup          MUJER      QT         1027103    1         
195   301933          HECTOR          IGLESIAS        MORENO          ProfPrim        HOMBRE     CM         1009735    1         
196   301939          ARTURO          ROMERO          GUERRERO        DevSoft         HOMBRE     SP         1029385    1         
197   301955          PAULA           MORA            JIMENEZ         IngRed          MUJER      CS         1001060    1         
198   301958          JOSE            OSORIO          AGUILAR         GteProj         HOMBRE     HG         1008561    1         
199   301962          JORGE           CASILLAS        GARZA           ProfPrim        HOMBRE     MN         1019758    1         
200   301966          EMILIO          OSORIO          CASTILLO        EdCont          HOMBRE     HG         1011595    1         
201   302022          GABRIELA        LARA            VEGA            AnlSist         MUJER      HG         1023259    1         
202   302035          RAUL            PARDO           MALDONADO       AnlDatos        HOMBRE     DF         1018469    1         
203   302036          EMILIO          VALENCIA        FLORES          EdCont          HOMBRE     OC         1011367    1         
204   302042          JAVIER          SUAREZ          DELGADO         TrabSoc         HOMBRE     JC         1012371    1         
205   302080          GLORIA          RIOS            MENDEZ          IngElec         MUJER      NL         1019188    1         
206   302084          CLARA           MOLINA          VALDES          ChefEje         MUJER      ZS         1024276    1         
207   302087          ANTONIA         LEON            PAREDES         Traduct         MUJER      BS         1029477    1         
208   302094          EDUARDO         MENENDEZ        BARRIOS         EspLog          HOMBRE     SR         1019128    1         
209   302101          ENRIQUE         LARA            VILLANUEVA      TrabSoc         HOMBRE     JC         1025493    1         
210   302159          SALVADOR        FERNANDEZ       SOTO            IngCivil        HOMBRE     MN         1003514    1         
211   302209          CARMEN          PENA            MALDONADO       MedGen          MUJER      BC         1000489    1         
212   302215          ROBERTO         VALDES          PAREDES         EspSeg          HOMBRE     TL         1005556    1         
213   302232          CARMEN          BAUTISTA        GUERRERO        InvCien         MUJER      CL         1024370    1         
214   302234          JOSE            CASILLAS        CRUZ            TrabSoc         HOMBRE     PL         1010420    1         
215   302251          GUILLERMO       SERRANO         LARA            Traduct         HOMBRE     SP         1001326    1         
216   302255          GLORIA          ROJAS           DELGADO         Arquitect       MUJER      YN         1004598    1         
217   302285          ADRIANA         MACIAS          CERVANTES       DevSoft         MUJER      TL         1030323    1         
218   302291          ARTURO          ROJAS           VALENCIA        AnlSist         HOMBRE     VZ         1004250    1         
219   302294          RAQUEL          VALENZUELA      BARRIOS         DisGraf         MUJER      QR         1021504    1         
220   302298          MARIO           MENDEZ          CERVANTES       ProfPrim        HOMBRE     CM         1007413    1         
221   302307          CLARA           MENENDEZ        GUERRERO        AnlDatos        MUJER      VZ         1001345    1         
222   302334          MARTA           ROMAN           ARIAS           Contado         MUJER      DG         1010320    1         
223   302344          SONIA           MOLINA          VALENZUELA      EspERen         MUJER      VZ         1006484    1         
224   302346          GABRIELA        CERVANTES       ORTIZ           EdCont          MUJER      SR         1006619    1         
225   302349          ROSA            VALENZUELA      GOMEZ           IngRed          MUJER      MC         1014701    1         
226   302349          ROSA            RIVERA          BARRIOS         EdCont          MUJER      QR         1004139    1         
227   302358          SONIA           SANDOVAL        MOLINA          MedGen          MUJER      YN         1021944    1         
228   302364          ARMANDO         CASTANEDA       NUNEZ           EspRRHH         HOMBRE     DF         1008100    1         
229   302368          CLARA           CERVANTES       CAMACHO         ConsFin         MUJER      HG         1014489    1         
230   302375          BEATRIZ         MUNGUIA         CAMACHO         DisUX           MUJER      BC         1031113    1         
231   302379          JUAN            ROMERO          CABRERA         Arquitect       HOMBRE     TL         1011741    1         
232   302388          ARTURO          SERRANO         SOSA            TrabSoc         HOMBRE     ZS         1020546    1         
233   302402          ROSA            BAUTISTA        CASILLAS        EspSeg          MUJER      HG         1003598    1         
234   302407          AURORA          SOSA            MENENDEZ        Abogado         MUJER      ZS         1024584    1         
235   302417          MARTA           HERNANDEZ       HERNANDEZ       ConsFin         MUJER      ZS         1010807    1         
236   302418          MANUEL          CASILLAS        ROJAS           EdCont          HOMBRE     TC         1025541    1         
237   302431          NATALIA         PARDO           GUERRERO        EspRRHH         MUJER      PL         1002896    1         
238   302432          ISABEL          RAMOS           ROSALES         AsistAdm        MUJER      TL         1004637    1         
239   302451          ENRIQUE         LOPEZ           SOLANO          MedGen          HOMBRE     CC         1011806    1         
240   302452          CARLOS          LARA            SALAZAR         DisUX           HOMBRE     QR         1006760    1         
241   302465          EDUARDO         CABRERA         HIDALGO         EspLog          HOMBRE     MN         1029317    1         
242   302470          RICARDO         CAMACHO         CERVANTES       RepVInt         HOMBRE     MC         1011519    1         
243   302476          RAQUEL          MORA            RAMIREZ         GteProj         MUJER      NL         1023465    1         
244   302483          ALBERTO         AGUILAR         MALDONADO       EspERen         HOMBRE     SL         1001999    1         
245   302486          ADRIANA         LEON            GARZA           EspRRHH         MUJER      NE         1010151    1         
246   302492          NATALIA         PAREDES         VEGA            IngCivil        MUJER      MN         1019377    1         
247   302500          EDUARDO         CERVANTES       LOPEZ           EspLog          HOMBRE     ZS         1014209    1         
248   302508          MERCEDES        ROJAS           BELTRAN         AsServ          MUJER      OC         1030830    1         
249   302520          PATRICIA        PAREDES         BAUTISTA        AnlSist         MUJER      SP         1018613    1         
250   302524          NATALIA         PARDO           GARZA           IngElec         MUJER      DG         1000813    1         
251   302543          MARTA           ESTRELLA        GUZMAN          RepVInt         MUJER      NL         1021084    1         
252   302546          JUAN            ALVARADO        ROSALES         AsServ          HOMBRE     HG         1009918    1         
253   302552          ANTONIA         MUNGUIA         LARA            Traduct         MUJER      CL         1024351    1         
254   302554          DANIEL          HIDALGO         REYES           EspLog          HOMBRE     NE         1027080    1         
255   302558          ALEJANDRO       MIRANDA         MALDONADO       AnlSist         HOMBRE     TC         1023881    1         
256   302561          PEDRO           VEGA            MIRANDA         Abogado         HOMBRE     GR         1017112    1         
257   302576          FRANCISCO       LOPEZ           REYES           InvCien         HOMBRE     CL         1010304    1         
258   302577          MARiA           PAREDES         MACIEL          AnMktDg         MUJER      MC         1010717    1         
259   302589          MANUEL          ESPINOZA        QUINTERO        AsServ          HOMBRE     QR         1019489    1         
260   302621          CARMEN          MIRANDA         SANDOVAL        EspERen         MUJER      BS         1000030    1         
261   302633          MANUEL          CASTANEDA       ROSALES         PsOrg           HOMBRE     TL         1006639    1         
262   302651          RAQUEL          ROSALES         GUERRERO        AsServ          MUJER      SL         1022221    1         
263   302654          ANA             RAMIREZ         SANDOVAL        DisUX           MUJER      DF         1009362    1         
264   302670          GUILLERMO       FLORES          IGLESIAS        AnlDatos        HOMBRE     TS         1024069    1         
265   302671          ADRIANA         MEDINA          MEDINA          EspSeg          MUJER      DF         1015156    1         
266   302672          BEATRIZ         ESPINOSA        VARGAS          DevSoft         MUJER      AG         1018648    1         
267   302684          ALBERTO         VALENCIA        ARIAS           ProfPrim        HOMBRE     NE         1026110    1         
268   302685          PAULA           ROJAS           ARIAS           IngElec         MUJER      SL         1021702    1         
269   302698          RICARDO         LOPEZ           CALZADA         TrabSoc         HOMBRE     SP         1021171    1         
270   302731          ELENA           ESCOBAR         FERNANDEZ       AnlDatos        MUJER      TS         1018976    1         
271   302734          MARTA           BAUTISTA        SOLANO          EspSeg          MUJER      SL         1028934    1         
272   302759          ROBERTO         MALDONADO       BELTRAN         ProfPrim        HOMBRE     GR         1025774    1         
273   302766          RICARDO         MORENO          URIBE           IngElec         HOMBRE     BC         1026338    1         
274   302772          FRANCISCO       RUBIO           CONTRERAS       AnlDatos        HOMBRE     NL         1005251    1         
275   302779          ERNESTO         CERVANTES       CASTILLO        RepVInt         HOMBRE     YN         1007223    1         
276   302819          ERNESTO         VARGAS          CRUZ            Contado         HOMBRE     BS         1023795    1         
277   302827          SUSANA          URIBE           FERNANDEZ       DisGraf         MUJER      TL         1001205    1         
278   302834          MARIO           SOLANO          CERVANTES       ChefEje         HOMBRE     DG         1017332    1         
279   302836          DANIEL          CHACON          MUNGUIA         IngCivil        HOMBRE     QR         1006051    1         
280   302842          BEATRIZ         ROJAS           HERNANDEZ       EspSeg          MUJER      CH         1024282    1         
281   302843          ALEJANDRO       LOPEZ           NUNEZ           AnMktDg         HOMBRE     DF         1027511    1         
282   302848          MANUEL          DELGADO         CORDERO         AsistAdm        HOMBRE     BS         1007872    1         
283   302859          JORGE           LEAL            ESPINOZA        Contado         HOMBRE     TC         1003321    1         
284   302863          GLORIA          ESPINOSA        QUINTERO        TrabSoc         MUJER      OC         1029735    1         
285   302883          ROBERTO         MENENDEZ        FERNANDEZ       EdCont          HOMBRE     MS         1027873    1         
286   302906          RAUL            MENENDEZ        CAMACHO         DisGraf         HOMBRE     JC         1011009    1         
287   302908          RAQUEL          VARGAS          ROSALES         InvCien         MUJER      NE         1006380    1         
288   302919          MARiA           GOMEZ           NUNEZ           EspLog          MUJER      CS         1003743    1         
289   302939          ADRIANA         ALVAREZ         RAMIREZ         MedGen          MUJER      CL         1005653    1         
290   302941          CONSUELO        ESPINOSA        MIRANDA         EspLog          MUJER      NE         1007023    1         
291   302967          ANTONIA         LARA            CAMACHO         TrabSoc         MUJER      QR         1028422    1         
292   302972          LUIS            LARA            VARGAS          AnlVent         HOMBRE     SL         1023029    1         
293   302980          HECTOR          MACIAS          HERNANDEZ       TrabSoc         HOMBRE     BC         1015129    1         
294   302983          ROBERTO         BAUTISTA        GOMEZ           IngRed          HOMBRE     NT         1009835    1         
295   303014          NATALIA         VALDES          FLORES          IngElec         MUJER      GR         1025793    1         
296   303090          FRANCISCO       ROMERO          CAMACHO         AnlVent         HOMBRE     SR         1030664    1         
297   303094          SONIA           RIVERA          RIOS            IngRed          MUJER      TS         1009847    1         
298   303102          GUILLERMO       ESCOBAR         QUINTERO        EspSeg          HOMBRE     TL         1030894    1         
299   303107          JULIA           GUZMAN          VEGA            MedGen          MUJER      BC         1027425    1         
300   303110          SONIA           HERNANDEZ       FLORES          IngElec         MUJER      TL         1017945    1         
301   303114          SOFIA           CAMACHO         IGLESIAS        AnMktDg         MUJER      SR         1023761    1         
302   303118          GABRIELA        MUNGUIA         ROMERO          AnMktDg         MUJER      GT         1010256    1         
